M_r   logMbary(logMsun) Re(kpc)
all units have assumed Ho=70 km/s
-18.419 9.659 4.996
-19.291 9.885 2.191
-17.677 9.125 0.508
-17.927 9.185 0.719
-18.194 9.205 0.947
-18.919 9.655 1.715
-17.862 9.035 1.046
-20.576 10.498 2.441
-20.248 10.045 3.262
-22.113 10.815 10.224
-21.203 10.578 4.175
-18.609 9.781 3.397
-19.408 9.755 1.673
-18.995 9.645 1.108
-20.980 10.595 4.138
-21.051 10.355 3.207
-20.120 10.155 2.947
-18.375 9.475 2.073
-18.264 9.205 1.941
-17.985 9.305 1.752
-21.642 10.825 8.775
-18.829 9.565 5.894
-18.245 9.205 1.213
-18.159 9.518 3.940
-18.979 9.585 7.862
-18.468 9.485 2.521
-18.290 9.325 5.189
-18.929 9.735 3.504
-19.305 9.705 5.328
-18.773 9.535 1.207
-18.047 9.265 4.635
-20.069 9.975 3.332
-18.700 9.545 2.398
-18.813 9.645 6.229
-18.168 9.315 3.385
-18.334 9.375 4.577
-18.023 9.225 3.143
-21.115 10.605 4.326
-19.304 9.745 2.596
-17.587 9.005 1.187
-18.513 9.425 3.395
-18.483 9.445 3.154
-20.859 10.135 1.803
-18.088 9.245 3.879
-18.922 9.585 3.040
-19.139 9.915 2.017
-18.477 9.395 1.395
-18.865 9.515 2.675
-19.011 9.525 5.690
-18.558 9.635 4.931
-18.624 9.525 4.602
-19.730 9.955 1.472
-18.403 9.475 5.201
-21.352 10.805 4.631
-18.863 9.655 2.058
-18.272 9.475 4.932
-18.510 9.495 4.253
-18.764 9.555 4.360
-19.651 9.885 5.563
-18.651 9.805 4.357
-18.860 9.675 1.773
-18.354 9.345 4.919
-18.800 9.665 1.755
-17.862 9.245 2.897
-20.285 10.145 4.284
-18.506 9.555 3.728
-17.778 9.025 1.169
-18.954 9.988 3.684
-17.848 9.045 0.729
-17.837 9.085 2.320
-18.817 9.785 6.524
-19.387 9.915 2.624
-19.207 9.725 1.026
-19.727 10.005 1.799
-21.661 10.515 33.161
-20.663 10.335 5.002
-18.576 9.415 1.473
-18.114 9.165 1.292
-18.412 9.435 4.816
-18.488 9.765 3.695
-18.536 9.705 3.082
-18.226 9.385 3.164
-18.636 9.695 5.305
-19.146 9.665 2.335
-17.565 8.955 3.359
-19.291 9.895 2.081
-20.869 10.325 6.817
-18.737 9.565 0.990
-17.660 8.985 0.815
-19.090 9.711 1.989
-17.799 9.195 2.507
-18.251 9.335 4.450
-19.236 9.835 3.775
-18.673 9.345 3.893
-18.344 9.435 1.080
-18.439 9.345 4.229
-19.460 9.825 14.923
-19.494 9.865 2.463
-19.971 9.804 1.258
-18.276 9.355 3.609
-19.382 9.875 1.069
-18.405 9.265 3.157
-18.446 9.425 4.088
-18.565 9.535 2.811
-20.286 10.115 4.548
-20.100 10.285 2.197
-18.155 9.585 3.664
-21.104 10.685 4.802
-19.232 9.835 4.010
-18.103 9.195 1.694
-19.846 10.085 2.815
-17.462 8.965 0.984
-19.479 10.025 2.118
-20.590 10.200 2.877
-18.455 9.375 1.371
-18.390 9.725 5.789
-18.379 9.555 3.998
-19.556 10.045 1.980
-18.242 9.325 4.324
-20.203 10.335 5.038
-21.101 10.345 5.364
-20.959 10.555 2.662
-18.378 9.245 2.595
-20.260 10.175 1.363
-18.279 9.155 3.862
-18.012 9.305 2.061
-19.458 9.645 8.443
-19.935 10.215 4.213
-18.067 9.505 2.120
-18.575 9.555 5.584
-19.782 10.545 1.995
-20.959 10.458 5.155
-18.775 9.395 4.556
-18.273 9.375 2.394
-19.837 10.005 3.965
-18.226 9.345 2.234
-18.068 9.505 2.832
-17.416 9.461 1.636
-18.070 9.435 3.847
-18.863 9.805 1.665
-19.705 9.815 2.872
-19.333 9.662 7.180
-20.505 10.225 2.441
-20.079 10.015 3.158
-19.043 9.805 6.465
-18.212 9.365 1.225
-17.917 9.475 4.203
-18.380 9.325 5.827
-18.148 9.185 3.654
-18.631 9.445 1.415
-19.785 10.085 4.439
-18.180 9.265 2.031
-18.277 9.225 1.406
-20.050 10.094 4.908
-18.320 9.385 3.622
-19.849 10.045 3.170
-19.984 10.065 2.122
-18.112 9.195 2.495
-18.861 9.705 4.495
-19.053 9.765 4.300
-19.193 9.655 1.644
-18.341 9.589 4.517
-19.996 10.105 1.594
-20.218 10.145 2.442
-21.154 10.455 3.934
-19.273 9.605 2.152
-19.869 10.055 5.656
-17.876 9.285 3.219
-18.839 9.810 1.927
-19.311 9.795 1.487
-19.982 10.155 2.440
-18.649 9.725 2.699
-18.479 9.495 4.168
-21.445 10.674 5.842
-18.156 9.265 1.109
-19.866 10.105 4.324
-19.124 9.595 1.311
-18.896 9.945 1.548
-18.523 9.385 4.615
-18.004 9.245 3.515
-18.701 9.175 9.280
-19.183 9.635 1.465
-20.141 10.065 2.821
-18.017 9.045 3.240
-19.388 9.775 1.255
-18.560 9.535 4.223
-17.856 9.387 1.048
-19.474 9.885 4.840
-18.808 9.635 2.549
-18.224 9.405 2.405
-20.337 10.225 3.640
-17.365 8.945 1.366
-19.703 9.995 1.806
-19.716 10.065 6.276
-18.871 9.775 4.313
-17.630 9.405 1.089
-17.740 9.255 3.243
-18.487 9.735 1.832
-18.228 9.375 1.248
-18.377 9.265 2.397
-18.730 9.535 2.484
-20.153 10.079 4.428
-19.320 9.885 1.878
-20.215 10.086 4.404
-18.544 9.425 2.874
-17.816 9.225 1.382
-19.348 9.732 2.922
-17.980 9.275 1.593
-18.437 9.405 0.891
-18.992 9.760 5.230
-18.144 9.145 1.855
-18.168 9.285 4.538
-19.110 9.815 2.809
-19.614 9.995 2.201
-20.573 10.472 2.698
-18.248 9.475 1.669
-17.794 8.845 1.800
-19.764 9.885 5.654
-17.972 9.035 1.594
-18.518 9.505 3.567
-18.288 9.415 1.133
-19.094 9.825 1.124
-17.716 9.145 2.061
-18.448 9.495 2.159
-17.978 9.245 1.473
-18.502 9.425 2.083
-20.000 9.974 2.260
-19.020 9.745 2.590
-18.168 9.355 1.790
-18.758 9.635 4.482
-18.958 9.655 0.738
-18.939 9.745 2.072
-18.312 9.375 4.607
-19.279 9.795 2.760
-18.161 9.445 1.889
-22.910 11.265 -7.764
-17.623 9.135 1.381
-20.741 10.485 3.487
-18.848 9.565 3.476
-18.402 9.423 2.320
-19.219 9.703 6.048
-18.299 9.415 1.763
-20.956 10.523 2.498
-18.730 9.455 1.428
-19.063 9.695 2.240
-17.994 9.285 1.095
-18.347 9.325 0.892
-18.449 9.285 2.561
-18.593 9.540 3.620
-19.603 9.775 3.561
-18.356 9.435 2.168
-18.520 9.405 4.202
-21.208 10.755 2.411
-20.582 10.245 3.279
-19.413 9.821 1.924
-18.501 9.485 1.834
-19.041 9.788 1.646
-20.038 10.005 3.202
-19.084 9.685 3.184
-20.926 10.515 5.297
-19.122 9.765 1.243
-18.516 9.385 3.435
-18.456 9.455 2.749
-18.092 9.275 1.360
-17.979 9.235 1.668
-19.316 9.875 4.008
-18.829 9.735 1.492
-18.678 9.435 1.591
-18.337 9.425 0.822
-19.605 9.775 2.692
-18.904 9.745 3.271
-19.365 9.915 3.080
-18.417 9.315 5.086
-17.713 9.085 2.189
-19.427 9.745 1.428
-17.884 9.495 1.873
-17.726 9.482 4.357
-18.224 9.445 3.423
-18.231 9.425 4.583
-17.887 9.245 3.202
-21.247 10.715 6.622
-19.762 9.805 3.729
-19.657 9.855 3.561
-17.833 9.205 0.750
-20.149 10.025 4.177
-18.659 9.605 3.981
-18.029 9.641 2.305
-18.223 9.515 2.874
-18.908 9.725 1.486
-20.668 10.235 6.923
-19.203 9.825 1.383
-20.142 10.115 4.809
-19.516 10.085 3.314
-18.247 9.195 1.105
-18.813 9.785 5.085
-18.231 9.315 2.158
-18.889 9.695 4.407
-18.139 9.596 3.752
-21.023 10.405 4.235
-18.242 9.285 2.440
-18.712 9.435 1.538
-18.608 9.675 8.287
-19.809 9.912 4.574
-19.068 9.665 1.959
-18.233 9.395 2.269
-18.550 9.765 4.204
-22.253 11.155 8.000
-20.336 10.185 2.799
-19.239 9.855 5.827
-18.153 9.295 2.798
-19.571 9.895 1.340
-20.906 10.595 3.329
-18.820 9.765 5.137
-21.137 10.475 8.160
-17.820 9.253 1.638
-18.338 9.569 1.689
-19.215 9.869 3.563
-18.737 9.505 1.316
-18.268 9.437 2.646
-21.348 10.475 4.785
-19.978 9.975 2.895
-18.216 9.219 1.029
-18.247 9.245 2.490
-18.622 9.758 1.771
-21.032 10.320 6.072
-18.502 9.155 1.145
-20.180 10.395 3.183
-18.070 9.449 2.929
-18.277 9.205 3.353
-19.274 9.781 4.545
-21.314 9.235 14.012
-19.425 9.705 2.776
-17.756 9.538 3.630
-18.330 9.085 2.314
-18.686 9.275 1.696
-19.481 9.689 1.671
-19.297 9.912 4.560
-17.775 9.317 0.940
-18.817 9.590 2.518
-18.749 9.736 4.141
-18.477 9.245 2.069
-17.737 8.815 0.788
-18.735 9.305 2.177
-19.148 9.816 2.179
-17.962 9.075 2.979
-18.989 9.705 3.155
-17.918 9.318 3.438
-21.275 10.525 7.176
-18.471 9.275 3.746
-18.069 9.165 3.485
-20.285 10.246 2.519
-19.642 9.725 2.998
-18.339 9.195 1.982
-18.211 9.285 2.461
-18.136 9.085 2.880
-19.086 9.815 2.804
-19.229 10.000 3.572
-22.055 10.875 4.878
-18.207 9.698 4.361
-18.414 9.295 3.274
-18.643 9.395 6.148
-20.201 10.230 2.444
-18.704 9.436 3.419
-18.225 9.235 2.837
-19.567 9.902 8.128
-18.112 9.325 2.622
-18.840 9.651 3.824
-20.474 10.319 4.822
-17.628 9.145 1.240
-19.528 9.785 2.940
-18.397 9.400 2.206
-17.738 8.966 1.685
-18.640 9.450 3.919
-18.168 9.445 4.213
-18.603 9.465 1.646
-18.525 9.235 1.808
-19.170 9.595 3.376
-17.834 8.965 2.970
-18.204 9.305 1.927
-18.774 9.525 1.837
-18.337 9.275 4.419
-19.135 9.521 5.298
-19.240 9.670 7.021
-18.630 9.215 1.825
-18.282 9.215 2.566
-19.876 10.105 2.946
-18.139 9.275 0.853
-19.231 9.614 2.381
-18.207 9.236 2.777
-20.251 10.205 3.477
-18.749 9.499 3.170
-18.966 9.705 1.954
-18.926 9.455 2.968
-19.433 9.845 2.874
-18.308 9.395 2.211
-20.109 10.153 4.531
-19.518 9.565 2.319
-20.009 10.275 1.226
-19.203 9.805 6.507
-18.194 9.515 3.601
-21.246 10.475 6.144
-18.451 9.375 0.858
-18.423 9.505 2.009
-18.788 9.345 2.268
-18.701 9.575 0.775
-18.289 9.435 3.100
-19.364 9.735 2.641
-18.458 9.405 2.969
-20.384 10.185 3.609
-19.471 9.865 5.242
-18.876 9.585 0.965
-22.457 11.275 7.372
-20.123 10.128 2.537
-18.098 9.145 3.857
-18.760 9.705 1.839
-18.367 9.445 1.944
-18.112 9.105 4.513
-19.277 9.875 1.745
-18.055 9.005 1.985
-18.329 9.385 1.791
-19.706 9.885 5.925
-18.398 9.295 4.526
-21.137 10.505 6.961
-17.873 9.535 3.574
-18.267 9.658 3.277
-17.855 9.365 5.321
-19.113 9.735 3.034
-17.841 9.615 0.872
-18.245 9.415 4.471
-20.222 10.255 4.745
-17.950 9.275 0.884
-17.637 9.085 2.111
-17.854 9.495 3.556
-20.122 10.215 4.934
-19.813 10.085 2.159
-18.404 9.415 1.997
-18.758 9.614 1.202
-18.006 9.280 3.604
-18.061 9.360 1.528
-19.867 9.470 16.914
-18.965 9.725 1.383
-18.128 9.275 1.256
-18.629 9.542 3.747
-18.130 9.449 1.788
-20.257 10.075 3.448
-21.447 10.646 6.750
-19.314 9.895 6.106
-18.193 9.195 2.774
-18.422 9.445 2.957
-19.387 9.395 4.932
-19.699 10.075 3.916
-18.988 9.715 3.505
-18.794 9.465 3.292
-18.364 9.375 4.215
-19.835 10.105 1.590
-18.172 9.185 1.808
-17.921 9.345 1.050
-19.113 9.785 2.825
-18.393 9.485 3.634
-19.893 9.905 2.837
-18.479 9.595 2.905
-18.366 9.355 2.381
-19.341 9.785 4.930
-18.996 9.555 1.549
-20.370 10.155 2.948
-18.336 9.175 3.597
-21.245 10.515 4.553
-20.387 10.295 3.119
-19.110 9.735 7.229
-19.385 9.615 2.425
-17.981 9.235 1.086
-20.519 10.435 1.990
-19.398 9.955 5.554
-18.188 9.315 2.784
-18.611 9.535 1.219
-18.825 9.745 4.757
-18.904 9.595 3.197
-19.827 10.277 7.331
-19.934 10.105 2.375
-18.269 9.655 4.099
-17.973 9.217 1.270
-19.056 9.805 5.845
-18.806 9.515 1.564
-18.406 9.325 2.003
-19.625 9.845 5.968
-18.952 9.635 4.708
-18.031 9.225 1.663
-19.802 10.175 6.112
-18.596 9.595 1.393
-17.826 9.165 1.044
-18.245 9.545 2.179
-18.727 9.585 2.114
-18.676 9.485 1.397
-18.170 9.245 1.721
-19.158 9.725 2.149
-18.870 9.625 1.871
-18.887 9.635 1.430
-18.685 9.405 4.338
-19.136 9.948 4.140
-19.977 10.325 8.591
-19.000 9.685 1.499
-18.205 9.435 2.279
-19.734 9.845 4.541
-18.286 9.265 1.799
-18.295 9.425 1.776
-17.706 8.815 3.727
-17.762 9.645 1.900
-18.109 9.415 1.339
-19.401 9.865 2.189
-21.138 10.635 3.270
-18.972 9.695 2.161
-18.701 9.575 2.271
-19.347 9.755 3.590
-19.841 10.015 4.802
-18.801 9.595 3.213
-20.056 10.115 2.710
-18.553 9.345 1.489
-18.316 9.415 2.557
-19.019 9.725 3.869
-18.459 9.705 3.523
-20.516 10.295 2.396
-19.809 9.865 7.170
-18.645 9.675 4.039
-19.131 9.885 1.474
-21.653 10.675 5.040
-19.620 9.995 4.807
-18.273 9.825 1.889
-19.192 9.685 2.909
-17.890 9.335 1.923
-19.180 9.835 1.414
-19.956 9.970 3.874
-18.667 9.645 2.962
-20.006 10.255 1.676
-18.076 9.255 2.001
-20.607 10.225 4.113
-17.758 9.105 1.713
-19.184 9.645 5.558
-17.969 9.095 2.735
-18.468 9.295 3.764
-19.465 9.805 5.014
-19.444 9.793 2.872
-19.998 9.995 1.684
-18.258 9.462 2.529
-18.787 9.475 3.503
-18.089 9.521 1.340
-18.953 9.755 1.349
-18.019 9.105 0.993
-18.311 9.345 1.843
-19.297 9.788 5.182
-18.898 9.725 0.935
-18.740 9.473 1.215
-18.245 9.493 3.732
-19.082 9.865 0.861
-20.559 10.090 17.219
-18.980 9.745 1.884
-19.597 9.815 4.077
-20.553 10.405 2.942
-20.481 10.375 1.897
-18.867 9.829 4.506
-19.183 9.835 6.842
-18.805 9.344 1.898
-18.008 9.577 4.606
-19.889 10.165 5.551
-18.882 9.745 4.715
-20.960 10.465 3.646
-18.903 9.745 3.695
-19.772 10.035 5.142
-18.024 9.205 1.748
-18.375 9.395 4.957
-18.626 9.335 3.467
-19.377 9.895 1.911
-19.073 9.715 5.549
-19.436 9.675 2.857
-18.878 9.595 1.181
-18.324 9.445 3.501
-20.826 10.395 7.614
-18.419 9.405 2.879
-18.316 9.425 1.648
-19.091 9.355 3.285
-19.425 9.755 2.297
-19.148 10.005 5.433
-18.471 9.728 3.401
-19.679 9.635 3.763
-18.566 9.335 3.766
-19.315 9.725 3.711
-19.971 9.964 5.247
-20.157 10.425 4.238
-19.982 9.835 5.079
-19.495 9.885 1.967
-18.698 9.605 1.367
-18.568 9.525 2.345
-18.262 9.255 4.380
-19.475 9.855 4.749
-18.433 9.565 5.303
-17.854 9.394 1.219
-18.425 9.305 0.943
-18.862 9.445 1.211
-20.241 10.125 3.418
-18.843 9.585 1.663
-19.149 9.755 5.152
-18.427 9.415 3.129
-19.383 9.875 4.723
-18.263 9.532 1.804
-18.906 9.395 1.849
-17.954 9.055 1.999
-18.045 9.531 3.684
-18.502 9.475 2.927
-18.911 10.011 6.724
-21.437 10.525 7.008
-19.350 9.765 1.449
-18.983 9.715 5.199
-19.630 9.965 5.449
-18.951 9.465 1.778
-18.660 9.275 2.916
-18.676 9.695 4.643
-18.934 9.455 2.652
-19.535 9.698 1.780
-19.085 9.665 4.474
-19.633 10.075 5.321
-21.306 10.715 5.439
-17.961 9.481 2.757
-18.245 9.215 2.939
-18.168 9.115 0.923
-18.891 9.495 4.075
-19.776 9.845 4.402
-19.530 9.965 4.707
-20.279 10.235 2.696
-19.551 9.835 2.085
-19.937 10.155 2.769
-19.240 9.745 2.474
-20.497 10.155 8.639
-18.129 9.165 0.858
-19.142 9.685 1.684
-18.323 9.655 2.925
-18.655 9.425 1.665
-17.913 9.448 3.307
-19.456 9.805 3.709
-18.808 9.615 1.814
-18.965 9.625 3.954
-19.206 9.735 5.732
-19.437 9.815 3.056
-21.136 10.515 3.047
-19.233 9.745 3.334
-20.020 10.045 2.614
-18.080 9.285 3.187
-18.312 9.405 2.223
-19.127 9.705 4.573
-19.538 9.825 3.414
-18.995 9.645 2.846
-17.808 9.105 1.925
-19.805 9.815 3.856
-18.603 9.505 2.833
-21.814 10.695 7.580
-18.878 9.485 5.168
-18.233 9.515 4.635
-19.378 9.815 2.790
-20.155 10.135 2.696
-19.329 9.555 0.783
-18.726 9.485 2.606
-18.563 9.385 3.246
-19.241 9.765 1.459
-19.237 9.955 7.347
-18.587 9.515 1.855
-18.772 9.815 0.799
-18.199 9.465 1.084
-17.233 8.913 1.475
-17.280 8.921 1.224
-17.325 9.143 2.283
-17.218 9.068 1.790
-17.230 8.835 1.932
-17.178 8.915 1.755
-17.141 8.845 1.550
-17.268 9.005 1.756
-17.262 9.190 2.088
-17.128 9.302 1.453
-17.321 9.055 1.853
-17.299 9.115 1.093
-17.211 8.715 1.254
-17.310 8.885 1.137
-17.291 9.362 1.657
-17.328 8.975 1.544
-17.306 8.755 2.049
-17.318 8.925 1.820
-17.288 9.246 0.866
-17.325 8.925 1.177
-17.029 9.274 1.227
-17.261 8.855 1.378
-17.065 9.299 1.373
-17.246 8.775 1.780
-17.215 8.735 0.997
-17.329 9.005 1.248
-17.306 9.492 3.280
-17.256 8.825 1.099
-17.142 8.685 1.048
-17.295 8.945 1.719
-17.328 8.755 1.364
-17.325 8.873 1.007
-17.310 8.875 1.497
-17.048 8.625 1.089
-17.204 8.695 1.645
-17.318 9.140 1.382
-17.299 8.745 0.779
-17.306 9.500 2.967
-17.137 8.785 0.903
-17.213 9.302 0.703
-17.284 8.895 2.290
-17.233 8.895 0.980
-17.295 9.195 1.365
-17.078 8.755 1.324
-17.203 8.805 1.529
-17.249 8.975 0.853
-17.309 9.225 1.819
-17.519 9.276 4.574
-17.296 9.173 3.850
-17.114 8.765 5.120
-17.266 9.715 4.321
-17.355 8.842 1.482
-17.297 8.908 1.621
-17.208 9.149 3.113
-17.277 8.905 2.529
-17.189 8.795 1.583
-17.239 9.017 1.757
-17.654 9.103 2.611
-17.085 8.765 1.765
-17.071 9.244 1.643
-17.304 9.543 3.111
-17.412 8.989 2.437
-17.127 8.765 1.810
-17.045 8.705 2.167
-17.281 9.481 1.361
-17.352 9.124 2.702
-17.270 8.925 1.059
-17.272 9.195 1.772
-17.310 9.085 1.442
-17.286 8.825 1.341
-17.243 8.875 0.681
-17.282 8.875 1.210
-17.146 8.785 1.051
-17.325 8.915 1.805
-17.287 9.060 1.685
-17.169 8.775 0.739
-17.299 8.905 1.563
-17.172 8.885 0.923
-17.190 8.795 1.424
-17.294 8.815 1.268
-17.291 8.955 1.254
-17.320 9.115 1.821
-17.265 8.955 1.115
-17.294 9.085 1.813
-17.314 8.855 2.829
-17.267 8.955 1.275
-17.370 8.705 1.006
-17.289 9.337 2.147
-17.090 8.895 1.168
-17.294 9.166 1.521
-17.369 9.075 1.810
-17.327 8.785 1.324
-17.193 8.815 1.247
-17.251 8.855 2.909
-17.320 8.885 3.148
-17.021 8.985 2.232
-17.222 8.915 1.186
-17.293 9.088 1.376
-17.433 8.986 1.054
-17.088 8.695 1.280
-17.228 9.025 1.369
-17.117 9.416 1.884
-17.224 8.795 0.814
-17.297 9.015 0.718
-17.270 9.295 1.759
-17.209 9.095 2.080
-17.211 9.075 1.750
-17.242 8.955 1.226
-17.276 8.795 3.132
-17.320 8.895 2.185
-17.322 8.885 1.696
-17.318 8.895 1.733
-17.257 8.905 1.912
-17.285 9.055 3.118
-17.363 9.035 2.982
-17.242 8.985 2.880
-17.026 9.205 3.078
-17.321 9.075 2.286
-17.187 8.505 1.873
-17.312 9.055 1.560
-17.115 8.835 1.124
-17.234 8.865 0.993
-17.293 8.815 1.980
-17.327 8.995 0.674
-17.146 8.895 1.175
-17.283 8.785 1.929
-17.019 8.755 1.488
-17.302 9.045 1.468
-17.255 8.815 2.530
-17.323 8.925 1.510
-17.174 8.745 0.709
-17.180 8.955 0.865
-17.221 8.905 1.865
-17.310 9.105 2.436
-17.175 8.855 2.127
-17.323 8.945 2.545
-17.245 9.155 3.072
-17.114 8.815 0.976
-17.287 9.105 1.020
-17.288 9.085 1.723
-17.398 8.989 1.621
-17.271 8.815 1.058
-17.283 8.795 0.755
-17.213 8.925 2.740
-17.324 8.915 3.055
-17.174 8.585 2.288
-17.082 8.765 0.793
-17.261 8.915 1.549
-17.262 8.915 0.809
-17.042 8.715 1.532
-17.234 9.475 1.497
-17.282 9.005 0.895
-17.226 8.745 1.049
-17.166 8.875 1.446
-17.303 8.915 0.703
-17.199 8.995 2.905
-17.311 8.885 1.758
-17.266 8.765 1.366
-17.315 9.065 2.327
-17.242 8.795 0.699
-17.135 8.755 1.525
-17.268 9.025 1.516
-17.178 8.735 2.055
-17.312 9.165 1.448
-17.303 8.925 1.715
-17.224 8.805 0.818
-17.325 8.875 3.223
-17.272 9.125 0.647
-17.055 8.875 1.266
-17.282 8.855 1.346
-17.100 8.545 1.673
-17.125 8.195 2.563
-17.318 8.855 2.014
-17.146 9.125 2.336
-17.044 8.695 1.463
-17.118 8.845 0.759
-17.153 8.825 1.318
-17.245 8.865 1.256
-17.329 9.026 1.743
-17.182 8.865 2.795
-17.007 8.665 2.099
-17.311 8.905 1.756
-17.186 9.066 1.867
-17.088 8.905 2.264
-17.053 8.855 2.490
-17.037 8.805 0.935
-17.152 8.825 1.665
-17.272 8.965 3.456
-17.328 8.835 1.353
-17.009 8.675 0.865
-17.004 8.895 2.646
-17.229 8.725 0.914
-17.032 8.695 1.072
-17.191 8.945 1.465
-17.269 9.265 1.448
-17.026 8.925 1.919
-17.143 8.765 1.919
-17.289 8.945 1.315
-17.086 8.725 2.306
-17.178 8.959 2.381
-17.233 8.845 1.761
-17.190 8.855 1.450
-17.166 8.725 1.027
-17.085 8.865 0.898
-17.208 9.248 1.173
-17.292 8.965 2.485
-17.248 8.845 2.158
-17.132 8.805 1.061
-17.130 8.835 1.219
-17.239 9.115 2.105
-17.249 9.238 2.517
-17.221 8.905 1.010
-17.087 9.055 1.969
-17.034 9.017 1.394
-17.269 9.134 2.147
-17.087 8.941 1.578
-17.066 9.103 2.997
-17.232 8.885 1.274
-17.132 8.885 1.528
-17.181 8.895 2.124
-17.005 8.985 0.956
-17.214 8.745 1.205
-17.045 8.845 1.109
-17.127 9.260 3.327
-17.017 8.835 2.598
-17.275 8.855 1.517
-17.229 9.055 2.081
-17.202 9.085 2.834
-17.248 8.825 2.810
-17.223 9.311 3.750
-17.292 9.431 2.002
-17.042 9.115 3.776
-17.256 8.815 1.499
-17.085 8.905 1.558
-17.143 8.795 1.084
-17.248 8.815 1.683
-17.178 8.815 1.698
-17.017 8.526 0.873
-17.120 9.196 1.443
-17.102 8.755 1.762
-17.179 8.835 1.572
-17.059 8.755 1.312
-17.142 8.845 1.226
-17.259 8.815 2.115
-17.141 8.735 1.695
-17.118 8.795 2.556
-17.303 8.925 1.433
-17.110 8.725 2.390
-17.012 8.975 1.206
-17.132 8.985 1.688
-17.092 9.005 0.945
-17.227 8.867 1.453
-17.153 9.291 2.385
-17.253 8.805 3.253
-17.169 8.755 1.240
-17.158 8.855 2.147
-17.137 8.675 0.904
-17.021 9.125 2.348
-17.267 9.336 2.886
-17.118 8.775 1.519
-17.011 8.805 1.623
-17.280 8.955 1.357
-17.303 8.795 1.638
-17.269 8.885 3.476
-17.119 8.895 1.377
-17.136 9.105 4.227
-17.110 8.731 1.585
-17.013 9.517 2.922
-17.198 8.815 1.152
-17.136 8.935 1.824
-17.309 9.145 3.114
-17.262 8.965 1.553
-17.042 8.783 1.984
-17.166 8.745 1.973
-17.230 9.025 0.936
-17.288 9.075 1.217
-17.204 9.202 1.357
-17.085 8.765 1.799
-17.435 8.968 2.835
-17.161 8.805 1.512
-17.056 8.895 0.963
-17.156 8.815 1.549
-17.269 8.875 1.180
-17.151 8.665 0.933
-17.053 8.555 1.630
-17.195 8.905 1.771
-17.210 9.255 1.453
-17.121 8.735 2.264
-17.317 8.995 1.448
-17.066 8.685 1.154
-17.060 8.815 0.819
-17.299 8.915 2.396
-17.064 8.825 2.317
-17.119 8.855 1.592
-17.043 8.895 2.267
-17.210 8.745 3.736
-17.280 8.735 2.582
-17.068 9.255 2.451
-17.231 8.965 2.277
-17.250 8.925 1.205
-17.295 9.035 2.093
-17.172 8.975 2.427
-17.020 9.035 1.952
-17.160 8.905 0.877
-17.206 9.385 1.596
-17.280 9.314 2.993
-17.169 8.715 2.137
-17.209 9.115 2.866
-17.316 8.877 2.585
-17.142 9.179 1.064
-17.241 9.225 2.275
-17.270 9.045 3.398
-17.266 8.955 1.909
-17.189 9.075 1.345
-17.092 8.975 1.949
-17.148 8.805 1.508
-17.120 8.765 1.943
-17.207 8.985 1.641
-17.041 8.835 1.342
-17.116 8.795 2.072
-17.096 8.755 1.036
-17.069 8.865 1.742
-17.216 8.985 1.697
-17.114 9.357 3.257
-17.069 8.875 2.362
-17.188 9.105 3.042
-17.140 8.765 1.157
-17.026 8.985 3.335
-17.054 8.805 1.340
-17.193 8.775 1.218
-17.001 8.805 0.657
-17.121 8.875 2.889
-17.113 8.875 0.782
-17.249 9.121 0.836
-17.303 9.046 2.198
-17.165 8.785 2.040
-17.302 8.665 3.159
-17.247 8.845 1.028
-17.159 8.705 1.047
-17.264 8.865 1.028
-17.202 9.155 1.367
-17.176 8.905 2.595
-17.006 9.177 1.320
-17.117 8.765 2.712
-17.009 9.055 0.988
-17.265 9.381 2.992
-17.309 9.025 0.833
-17.119 8.785 0.770
-17.082 9.046 0.978
-17.207 8.885 1.672
-17.067 8.885 3.164
-17.275 8.815 2.478
-17.015 8.965 1.663
-17.237 8.995 2.110
-17.116 9.025 1.330
-17.131 9.275 2.830
-17.101 8.765 2.427
-17.306 9.185 3.542
-17.156 8.775 0.875
-17.067 8.925 3.752
-17.306 8.665 4.515
-17.180 8.965 1.012
-17.211 8.675 6.603
-17.096 9.005 1.975
-17.247 9.267 2.575
-17.015 8.921 1.531
-17.305 8.545 3.124
-17.028 9.016 4.035
-17.146 9.235 1.537
-17.299 9.178 2.182
-17.068 8.883 2.437
-17.274 8.765 1.374
-17.152 9.005 2.118
-17.189 9.155 1.444
-17.079 8.825 2.738
-17.302 8.835 0.687
-17.183 8.895 1.245
-17.184 8.925 1.494
-17.136 9.095 2.522
-17.169 8.951 1.204
-17.128 8.835 1.202
-17.001 8.675 1.654
-17.053 8.805 1.651
-17.072 8.785 1.116
-17.091 8.905 1.489
-17.221 8.835 1.995
-17.261 8.975 2.915
-17.007 8.735 0.817
-17.226 9.318 2.318
-17.099 8.855 1.627
-17.147 9.125 2.735
-17.081 8.695 2.120
-17.151 9.095 0.637
-17.134 8.875 2.063
-17.257 9.125 1.294
-17.012 8.735 1.469
-17.283 8.955 1.636
-17.273 8.895 2.345
-17.214 8.895 1.040
-17.116 8.735 3.234
-17.112 8.705 2.149
-17.198 9.155 1.604
-17.274 8.955 1.430
-17.316 8.855 1.984
-17.278 8.815 2.109
-17.282 8.945 1.662
-17.062 8.715 0.741
-17.023 8.875 2.897
